No. ,Location,geo_State,Full_address,Latitude,Longitude,Fee_Type,ERU,Fee,Year_Created,Population,geo_Accuracy Score,geo_Zipcode
198,Lake Mary,FL,Lake Mary FL,28.7564689,-81.3717954,ERU,4576,4,,13900,1,32746
226,Minneola,FL,Minneola FL,28.5904176,-81.7593985,ERU,3050,4,2001,9531,1,34755
229,Mulberry,FL,Mulberry FL,27.9135991,-82.0167424,ERU,3250,4,,3867,1,33860
283,Sunny Isles Beach,FL,Sunny Isles Beach FL,25.9391467,-80.1425267,ERU,1548,4,1999,15315,0.8,33160
286,Sweetwater,FL,Sweetwater FL,25.7791341,-80.38978,ERU,1548,4,2000,14226,0.8,33144
295,Umatilla,FL,Umatilla FL,28.933882,-81.6936759,ERU,3000,4,2008,2896,1,32784
308,Americus,GA,Americus GA,32.0771487,-84.2578414,ERU,3000,4,2010,17103,1,31709
354,Holly Springs,GA,Holly Springs GA,34.1626224,-84.520189,ERU,2700,4,2009,3195,1,30142
378,Union City,GA,Union City GA,33.5857291,-84.6291293,ERU,2800,4,2013,20501,1,30291
482,Storm Lake,IA,Storm Lake IA,42.6444186,-95.2701184,ERU,2750,4,,10076,1,50588
493,Coeur D'Alene,ID,Coeur D'Alene ID,47.7014528,-116.8270938,ERU,3000,4,2004,34514,1,83814
651,Ottawa,KS,Ottawa KS,38.5922333,-95.2977624,ERU,2600,4,2012,12620,1,
1052,Broadview Heights,OH,Broadview Heights OH,41.2463812,-81.8578198,ERU,4000,4,2007,19247,1,
1054,Buckeye Lake,OH,Buckeye Lake OH,39.9335655,-82.5193258,ERU,2700,4,2013,2703,1,
1147,Trotwood,OH,Trotwood OH,39.789684,-84.3102913,ERU,4020,4,,2455,0.9,
1162,Bixby,OK,Bixby OK,36.0187111,-95.9878122,ERU,2650,4,,21137,1,
1348,Alcoa,TN,Alcoa TN,35.8210354,-84.0399613,ERU,2696,4,2008,8570,1,37701
1393,Boerne,TX,Boerne TX,29.7889095,-98.8150783,ERU,4700,4,2019,16056,1,78006
1456,McKinney,TX,McKinney TX,33.2158662,-96.7232141,ERU,2343,4,,112000,1,75069
1541,Taylorsville,UT,Taylorsville UT,40.657392,-112.0192753,ERU,3800,4,2007,58620,0.8,84118
1543,West Point,UT,West Point UT,41.1206061,-112.1633207,ERU,2500,4,2010,6033,0.8,84015
1544,West Valley City,UT,West Valley City UT,40.6787623,-112.1472495,ERU,2830,4,2001,108869,0.8,84120
1553,Colonial Heights,VA,Colonial Heights VA,37.2659161,-77.4319628,ERU,2656,4,,16897,1,23834
1767,Lisbon,WI,Lisbon WI,43.1511481,-88.2637141,ERU,6642,4,2007,1020,0.5,
671,Oldham County,KY,Oldham County KY,38.4047271,-85.5307653,ERU,6000,3.91,2008,40502,1,
148,Coconut Creek,FL,Coconut Creek FL,26.2711422,-80.2197714,ERU,2070,3.87,2004,53915,0.8,33923
625,Zionsville,IN,Zionsville IN,39.9608843,-86.3141628,ERU,4400,3.86,2010,24159,1,46077
655,Pittsburg,KS,Pittsburg KS,37.4169254,-94.7396133,ERU,3106,3.86,2003,19243,1,
1672,Richland,WA,Richland WA,46.2853081,-119.4459248,ERU,3000,3.85,1998,48058,1,
1145,Toledo,OH,Toledo OH,41.6567265,-83.714339,ERU,2500,3.8,1999,286038,1,
1801,Prescott,WI,Prescott WI,44.7504446,-92.8203828,ERU,,3.77,2010,4276,1,54021
122,Anna Maria,FL,Anna Maria FL,27.5282164,-82.7467201,ERU,2254,3.75,2008,1503,1,34216
127,Bartow,FL,Bartow FL,27.8982183,-81.8885608,ERU,2520,3.75,2005,17501,1,33830
222,Miami Shores,FL,Miami Shores FL,25.8679715,-80.185456,ERU,2466,3.75,2000,10720,0.9,33138
1050,Bellefontaine,OH,Bellefontaine OH,40.3559636,-83.8458487,ERU,2400,3.75,2001,13322,1,
1394,Brenham,TX,Brenham TX,30.1591172,-96.4284039,ERU,2685,3.75,2019,16951,1,77833
1565,Petersburg,VA,Petersburg VA,37.2048986,-77.4628182,ERU,2116,3.75,2013,32420,1,23803
1842,Beckley,WV,Beckley WV,37.789662,-81.2512477,ERU,3000,3.75,2007,17606,1,25801
1314,Dorchester County,SC,Dorchester County SC,33.0756674,-80.5754936,ERU,3735,3.73,2002,140892,1,
1326,Horry County,SC,Horry County SC,33.9347239,-79.199388,ERU,5000,3.7,2000,196629,1,
274,Saint Pete Beach,FL,Saint Pete Beach FL,27.7182578,-82.8391078,ERU,3813,3.69,,9391,0.5,
503,Decatur,IL,Decatur IL,39.8557892,-89.0581675,ERU,4500,3.67,2014,75407,1,62521
1355,Franklin,TN,Franklin TN,35.9055817,-86.9179802,ERU,3350,3.65,2004,66280,1,37064
1800,Prairie du Sac,WI,Prairie du Sac WI,43.2929786,-89.7689957,ERU,,3.62,,3231,1,53578
348,Griffin,GA,Griffin GA,33.2429033,-84.3474006,ERU,2200,3.56,1997,23451,1,30223
118,Newark,DE,Newark DE,39.729881,-75.599524,ERU,1620,3.54,2017,33398,1,19702
203,Lauderdale-by-the-Sea,FL,Lauderdale-by-the-Sea FL,26.2006604,-80.0937655,ERU,4472,3.5,2004,6168,0.9,33308
301,West Park,FL,West Park FL,25.9841829,-80.2083675,ERU,1351,3.5,2012,14609,0.5,
351,Hapeville,GA,Hapeville GA,33.660713,-84.4121925,ERU,2400,3.5,2016,6373,0.9,30354
454,Marion,IA,Marion IA,42.0482372,-91.6520975,ERU,2791,3.5,,2011,1,52302
528,Anderson,IN,Anderson IN,40.0946628,-85.745305,ERU,2500,3.5,2002,59734,1,46011
1076,Franklin,OH,Franklin OH,39.5541817,-84.3644531,ERU,2611,3.5,,11771,1,
1129,Poland,OH,Poland OH,41.0206164,-80.631469,ERU,2500,3.5,2010,2537,0.5,
1135,Sheffield,OH,Sheffield OH,41.453879,-82.1342154,ERU,2500,3.5,2004,3986,0.8,
1143,Struthers,OH,Struthers OH,41.0485879,-80.6237983,ERU,3500,3.5,2007,10640,1,
1157,Wellington,OH,Wellington OH,41.1617283,-82.2686114,ERU,2900,3.5,2010,4806,1,
1232,Sheridan,OR,Sheridan OR,45.0961511,-123.4397889,ERU,3000,3.5,,6165,1,97378
1285,North Fayette Township,PA,North Fayette Township PA,40.4149221,-80.3026686,ERU,,3.5,2018,13934,0.8,16156
1316,Florence,SC,Florence SC,34.1704284,-79.9346836,ERU,2500,3.5,1981,37326,1,29501
1412,Duncanville,TX,Duncanville TX,32.6477614,-96.9479669,ERU,4300,3.5,2011,39364,1,75116
709,Prince George's County,MD,Prince George's County MD,38.8335633,-77.1595678,ERU,2465,3.46,2013,871233,1,
1297,Waynesborough,PA,Waynesborough PA,39.7524511,-77.6177879,ERU,1600,3.42,2015,10877,1,17268
383,Adel,IA,Adel IA,41.6136771,-94.0580079,ERU,3000,3.4,,4563,1,50003
188,Homestead,FL,Homestead FL,25.469778,-80.452848,ERU,2000,3.37,1992,61940,0.9,33031
664,Danville,KY,Danville KY,37.6437497,-84.8505345,ERU,3813,3.36,2007,15385,1,
181,Hallandale Beach,FL,Hallandale Beach FL,25.9855589,-80.1744644,ERU,958,3.35,1980,37800,0.8,33009
1286,North Lebanon Township,PA,North Lebanon Township PA,40.3642422,-76.4905468,ERU,3755,3.35,2018,11429,1,17042
1449,Little Elm,TX,Little Elm TX,33.1899805,-96.9995828,ERU,3687,3.35,2011,25797,1,75068
1684,Spokane County,WA,Spokane County WA,47.6536899,-117.71192,ERU,3160,3.33,1993,417939,1,
1766,Ledgeview,WI,Ledgeview WI,44.421548,-88.0236793,ERU,5800,3.33,2010,3363,1,
352,Henry County,GA,Henry County GA,33.4727666,-84.2785335,ERU,4780,3.32,2006,119341,1,
397,Bondurant,IA,Bondurant IA,41.690285,-93.4902284,ERU,2450,3.25,2010,3860,1,50035
971,Gastonia,NC,Gastonia NC,35.2369162,-81.3422208,ERU,2650,3.25,2001,71741,1,28051
1352,Cleveland,TN,Cleveland TN,35.180662,-85.0217579,ERU,3830,3.25,2015,41285,1,37311
187,Hollywood,FL,Hollywood FL,26.039599,-80.2454178,ERU,2250,3.22,1993,143357,1,33019
179,Gulfport,FL,Gulfport FL,27.7461951,-82.7435344,ERU,2300,3.21,1995,12041,0.5,
1121,Northwood,OH,Northwood OH,41.6057851,-83.5561586,ERU,2500,3.16,2001,5265,1,
1231,Scappoose,OR,Scappoose OR,45.7576659,-122.9148665,ERU,2750,3.13,,6599,1,97056
1051,Boardman,OH,Boardman OH,41.0248003,-80.733501,ERU,4764,3.12,2018,35376,0.5,
1059,Canfield,OH,Canfield OH,41.0337619,-80.8003874,ERU,3050,3.12,1992,7464,1,
134,Boca Raton,FL,Boca Raton FL,26.5280698,-80.1169694,ERU,2837,3.11,1993,85329,1,
94,Grand Junction,CO,Grand Junction CO,39.0856082,-108.7099181,ERU,2500,3,2015,61881,1,81501
138,Brevard County,FL,Brevard County FL,28.3070456,-80.9663439,ERU,2500,3,1990,543566,1,
162,El Portal,FL,El Portal FL,25.8549885,-80.2141325,ERU,1548,3,,2380,0.5,
176,Grant-Valkaria,FL,Grant-Valkaria FL,27.932747,-80.5594474,ERU,2500,3,2008,3851,0.87,32949
190,Indian Harbor Beach,FL,Indian Harbor Beach FL,28.1553124,-80.6141345,ERU,2500,3,,8228,0.5,
211,Malabar,FL,Malabar FL,27.9907728,-80.59629,ERU,2500,3,1992,2758,1,32950
217,Medley,FL,Medley FL,25.8641918,-80.3735064,ERU,1487,3,1991,857,0.5,33803
218,Melbourne,FL,Melbourne FL,28.0655614,-80.57763,ERU,2500,3,1999,76095,1,32901
219,Melbourne Beach,FL,Melbourne Beach FL,28.0655614,-80.57763,ERU,2500,3,2000,3102,1,32951
231,Neptune Beach,FL,Neptune Beach FL,30.3157753,-81.4552618,ERU,3164,3,2002,7090,1,32266
243,Oldsmar,FL,Oldsmar FL,28.0489373,-82.7153279,ERU,2550,3,1998,13618,1,34677
263,Pompano Beach,FL,Pompano Beach FL,26.2517259,-80.2071568,ERU,2880,3,1997,78191,1,33060
281,South Miami,FL,South Miami FL,25.7117066,-80.2958815,ERU,1865,3,2000,10741,0.9,33143
307,Albany,GA,Albany GA,31.5729629,-84.2009484,ERU,2700,3,2014,77431,1,31701
402,Carroll,IA,Carroll IA,42.0703461,-94.9029878,ERU,2500,3,,10103,1,51401
414,Coralville,IA,Coralville IA,41.6948748,-91.6681089,ERU,3440,3,2005,18907,1,52241
427,Fort Dodge,IA,Fort Dodge IA,42.5151761,-94.2412869,ERU,2533,3,2007,26309,1,50501
632,Derby,KS,Derby KS,37.5552611,-97.2840955,ERU,2233,3,2012,22158,1,67037
662,Wichita,KS,Wichita KS,37.6647979,-97.5837234,ERU,2139,3,,344284,1,
667,Hopkinsville,KY,Hopkinsville KY,36.7999603,-87.6020942,ERU,3350,3,2006,260512,1,
949,Belmont,NC,Belmont NC,35.2178041,-81.1074054,ERU,2500,3,,10076,1,28012
1020,Tarboro,NC,Tarboro NC,35.9005862,-77.6241038,ERU,2000,3,2018,11415,1,
1047,Ashville,OH,Ashville OH,39.7239482,-82.9940808,ERU,2530,3,2006,4120,1,
1131,Ravenna,OH,Ravenna OH,41.1646423,-81.2810484,ERU,2750,3,2007,11739,1,
1142,Stow,OH,Stow OH,41.1693725,-81.5108776,ERU,3060,3,,34711,1,
1161,Zanesville,OH,Zanesville OH,39.9658315,-82.0508778,ERU,2300,3,1987,25531,1,
1167,Edmond,OK,Edmond OK,35.6673151,-97.4772828,ERU,4860,3,1994,82963,1,
1230,Sandy,OR,Sandy OR,45.4017679,-122.2994379,ERU,2750,3,2001,9677,1,97055
1329,Monck's Corner,SC,Monck's Corner SC,33.1974657,-80.0187841,ERU,,3,2019,7885,1,29461
1387,Azle,TX,Azle TX,32.910159,-97.6200043,ERU,1500,3,2000,11170,1,76020
1388,Baytown,TX,Baytown TX,29.7460443,-95.0928383,ERU,1979,3,2004,73322,1,77520
1545,Woods Cross,UT,Woods Cross UT,40.8747211,-111.9971972,ERU,3000,3,2004,6419,1,84087
1835,West Milwaukee,WI,West Milwaukee WI,43.0124134,-87.9719355,ERU,1956,3,2003,4142,0.8,53214
345,Fayetteville,GA,Fayetteville GA,33.4520253,-84.5112505,ERU,3800,2.95,2004,11148,1,30214
547,Clarksville,IN,Clarksville IN,38.3269558,-85.8058343,ERU,2527,2.95,2004,21400,1,47129
1156,Warren,OH,Warren OH,41.2416144,-80.8872791,ERU,648,2.92,,41358,1,
1841,Wisconsin Rapids,WI,Wisconsin Rapids WI,44.3881737,-89.882524,ERU,2620,2.92,2008,18217,1,54494
1384,Amarillo,TX,Amarillo TX,35.2021668,-101.9450239,ERU,2800,2.82,2011,193675,1,79101
516,Park Ridge,IL,Park Ridge IL,42.0158236,-87.8780333,ERU,2800,2.75,2016,37480,1,60068
417,Davenport,IA,Davenport IA,41.541001,-90.7290618,ERU,2600,2.72,2004,98359,1,52801
1840,Wind Point,WI,Wind Point WI,42.7831724,-87.7693515,ERU,3857,2.71,2008,1717,0.8,53402
396,Bettendorf,IA,Bettendorf IA,41.5651227,-90.5488184,ERU,2500,2.7,2003,32445,1,52722
1072,Elyria,OH,Elyria OH,41.3758526,-82.1813107,ERU,2700,2.65,2016,,1,
401,Burlington,IA,Burlington IA,40.8056227,-91.1992885,ERU,3360,2.58,,26839,1,52601
1066,Crooksville,OH,Crooksville OH,39.7618231,-82.113472,ERU,,2.54,,2491,1,
126,Aventura,FL,Aventura FL,25.9531213,-80.1544396,ERU,1548,2.5,1997,36610,1,
166,Florida City,FL,Florida City FL,25.44052,-80.4667815,ERU,1250,2.5,2000,11511,0.9,33034
183,Hialeah,FL,Hialeah FL,25.909809,-80.388874,ERU,1664,2.5,1998,229969,1,33018
260,Plantation,FL,Plantation FL,26.1266785,-80.2638915,ERU,4489,2.5,2012,86524,0.9,33317
299,West Miami,FL,West Miami FL,25.7558094,-80.3044918,ERU,1400,2.5,1996,5863,0.8,33144
700,Centreville,MD,Centreville MD,39.0428938,-76.0950193,ERU,3200,2.5,2013,4334,1,
1070,Delaware,OH,Delaware OH,40.2829109,-83.1406451,ERU,2773,2.5,1998,35541,1,
1798,Plymouth,WI,Plymouth WI,43.7506541,-88.0338086,ERU,,2.5,2019,8729,1,53073
1235,Sweet Home,OR,Sweet Home OR,44.3991602,-122.7720326,ERU,3200,2.4,2007,9035,1,97386
1085,Hilliard,OH,Hilliard OH,40.0365742,-83.2171441,ERU,2000,2.35,2009,28435,1,
1153,Vandalia,OH,Vandalia OH,39.8787421,-84.276394,ERU,4431,2.3,2004,15317,1,
488,West Branch,IA,West Branch IA,41.6667496,-91.3834688,ERU,3500,2.25,,2326,1,52358
1141,Springfield,OH,Springfield OH,39.9355349,-83.926626,ERU,1898,2.25,2011,60333,1,
1547,Arlington County,VA,Arlington County VA,38.8809292,-77.1721958,ERU,2762,2.17,,189453,1,
70,Stockton,CA,Stockton CA,37.973138,-121.3719173,ERU,2347,2.1,,291707,1,95201
309,Athens - Clarke County,GA,Athens - Clarke County GA,33.9441951,-83.5292055,ERU,2628,2.1,2004,101489,1,30601
1003,New Bern,NC,New Bern NC,35.0777983,-77.1451318,ERU,3100,2.1,2012,29524,1,
677,Braintree,MA,Braintree MA,42.0843627,-71.097703,ERU,2780,2.08,,8380,1,
1323,Greer,SC,Greer SC,34.949824,-82.3923399,ERU,2500,2.08,2002,16843,1,29650
1551,Chesterfield County,VA,Chesterfield County VA,37.3900026,-77.7013776,ERU,2800,2.08,2016,327745,1,
184,Hialeah Gardens,FL,Hialeah Gardens FL,25.890724,-80.3540215,ERU,1267,2,1996,19297,0.9,33016
255,Pembroke Park,FL,Pembroke Park FL,25.9846778,-80.1995996,ERU,1548,2,1996,6214,0.8,33009
398,Boone,IA,Boone IA,42.0511436,-93.948656,ERU,3000,2,,12633,1,50036
440,Indianola,IA,Indianola IA,41.3669647,-93.6360415,ERU,3400,2,2011,12998,1,50125
509,Hoffman Estates,IL,Hoffman Estates IL,42.0722844,-88.1865798,ERU,3300,2,2013,51895,1,60179
524,Wheeling,IL,Wheeling IL,42.0772071,-87.7990499,ERU,3000,2,2015,37648,1,60090
567,Greenfield,IN,Greenfield IN,39.7911543,-85.8487591,ERU,2250,2,2005,14600,1,46140
652,Overland Park,KS,Overland Park KS,38.905672,-94.6843604,ERU,2485,2,2001,149080,0.9,
1060,Celina,OH,Celina OH,40.5530323,-84.6283271,ERU,3083,2,2008,10406,1,
1081,Groveport,OH,Groveport OH,39.8583772,-82.9661456,ERU,2760,2,2008,5363,1,
1088,Huber Heights,OH,Huber Heights OH,39.858753,-84.1132495,ERU,3431,2,2002,38278,0.9,
1132,Reynoldsburg,OH,Reynoldsburg OH,39.9597775,-82.8584185,ERU,2530,2,1996,36293,1,
1144,Tallmadge,OH,Tallmadge OH,41.1011767,-81.4910632,ERU,3000,2,,17473,1,
1171,McAlester,OK,McAlester OK,34.9191322,-95.8485905,ERU,2650,2,2016,18301,1,
1172,Miami,OK,Miami OK,36.8812661,-94.9064898,ERU,,2,,13577,1,
1299,White Township,PA,White Township PA,40.6145339,-79.1874544,ERU,3700,2,2015,15821,1,15490
1315,Easley,SC,Easley SC,34.8212429,-82.6535648,ERU,5000,2,2003,20058,1,29640
1540,Sunset City,UT,Sunset City UT,41.1398749,-112.0491364,ERU,9000,2,2012,5213,0.8,84015
1137,Sidney,OH,Sidney OH,40.2891598,-84.2372001,ERU,2752,1.95,1994,21178,1,
1000,Morrisville,NC,Morrisville NC,35.8329796,-78.8746354,ERU,2800,1.92,2012,19184,1,
1069,Deerfield Regional Stormwater District,OH,Deerfield Regional Stormwater District OH,39.372697,-84.3146436,ERU,3407,1.92,2006,,1,
715,Bangor,ME,Bangor ME,44.829648,-68.8590188,ERU,3000,1.83,2012,33011,1,
206,Leon County,FL,Leon County FL,30.4796071,-84.4863443,ERU,2723,1.67,1991,277971,1,
1130,Portage County,OH,Portage County OH,41.1681972,-81.3364393,ERU,5800,1.5,2009,162277,1,
1396,Burkburnett,TX,Burkburnett TX,34.0699978,-98.6310723,ERU,3500,1.5,2007,10740,1,76354
1455,McAllen,TX,McAllen TX,26.226119,-98.3266803,ERU,2700,1.5,2018,142212,1,78501
1555,Galax,VA,Galax VA,36.6607102,-80.9486669,ERU,4700,1.5,2016,7042,1,24333
1836,West Salem,WI,West Salem WI,43.9000529,-91.1185758,ERU,2400,1.5,2007,4837,1,54669
1409,Deer Park,TX,Deer Park TX,29.704768,-95.1509128,ERU,4250,1.45,2012,32706,1,77536
1122,Norwalk,OH,Norwalk OH,41.2471264,-82.626285,ERU,3800,1.35,2011,16977,1,
215,Marion County,FL,Marion County FL,29.2410352,-82.3676422,ERU,2275,1.25,,332529,1,
557,Elkhart County,IN,Elkhart County IN,41.5978827,-85.9981084,ERU,3600,1.25,,2008,1,
565,Goshen,IN,Goshen IN,41.5760864,-85.91357,ERU,2800,1.25,,29383,1,46526
1442,Kingsville,TX,Kingsville TX,27.5028167,-97.8968279,ERU,2425,1.25,2012,26322,1,78363
71,Tracy,CA,Tracy CA,37.7207938,-121.4994524,ERU,3140,1.2,,84266,1,95376
158,Dundee,FL,Dundee FL,28.0155361,-81.6519874,ERU,4749,1.2,2003,3764,1,33838
1828,Vernon,WI,Vernon WI,42.9036396,-88.261069,ERU,6904,1.08,2006,7227,1,
1115,Muskingum Watershed Conservancy District,OH,Muskingum Watershed Conservancy District OH,40.5768058,-82.0714766,ERU,3300,1,,2000000,0.5,
1226,Rogue Valley Sewer Services,OR,Rogue Valley Sewer Services OR,42.390765,-122.8902183,ERU,3000,1,,,0.67,97918
1354,Dyersburg,TN,Dyersburg TN,36.0388994,-89.4461847,ERU,1500,1,2012,17043,1,38024
1694,Toppenish,WA,Toppenish WA,46.3836784,-120.3435243,ERU,2000,1,1991,8946,1,
344,Fayette County,GA,Fayette County GA,33.4036378,-84.6445081,ERU,1000,0.35,2011,107784,1,
1146,Trenton,OH,Trenton OH,39.478906,-84.4936979,ERU,3000,0.3,2003,11931,1,
